parish_name,parish_page_title,parish_page_url,overview,services,branch_name,address,phones,email,status,hours,raw_text
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Broadleaf,Manchester,(876) 533-3269,,,,"Broadleaf P.A.
Manchester
(876) 533-3269"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Mon - Thurs,(Fri),,,,9:30 am - 5:30 pm | 9:30 am - 4:30 pm,"9:30 am - 5:30 pm
9:30 am - 4:30 pm
(Fri)"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Christiana,"Christiana P.O., Manchester",(876) 964-2407,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 4:30 pm,"Christiana P.O.
Manchester
(876) 964-2407
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 4:30 pm
(SAT)"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Cross Keys,"Cross Keys P.O., Manchester",(876) 871-1728,,,Monday - Friday | 12:00 pm - 5:00 pm,"Cross Keys P.O.
Manchester
(876) 871-1728
Monday - Friday
12:00 pm - 5:00 pm"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Huntley,"Huntley P.O., Manchester",(876) 298-2919,,,,"Huntley P.O.
Manchester
(876) 298-2919"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Mon - Thurs,(Fri),,,,9:00 am - 5:00 pm | 9:00 am - 4:00 pm,"9:00 am - 5:00 pm
9:00 am - 4:00 pm
(Fri)"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Lancaster,Manchester,(876) 351-8230,,,Monday - Friday | 12:00 pm - 5:00 pm,"Lancaster P.A.
Manchester
(876) 351-8230
Monday - Friday
12:00 pm - 5:00 pm"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Maidstone,Manchester,(876) 533-3267,,,Monday - Friday | 12:00 pm - 5:00 pm,"Maidstone P.A.
Manchester
(876) 533-3267
Monday - Friday
12:00 pm - 5:00 pm"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Mile Gully,"Mile Gully P.O., Manchester",(876) 844-1561,,,Monday - Friday | 9:30 am - 5:30 pm | 9:30 am - 3:00 pm,"Mile Gully P.O.
Manchester
(876) 844-1561
Monday - Friday
9:30 am - 5:30 pm
9:30 am - 3:00 pm
(Sat)"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Newport,"Newport P.O., Manchester",(876) 965-7267,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 3:00 pm,"Newport P.O.
Manchester
(876) 965-7267
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 3:00 pm
(Sat)"
Manchester Network,Manchester Parish Library Network,https://www.jls.gov.jm/manchester-parish-library/,"The movement of Free Public Libraries began in 1937 by the late Walter L. Lewis, Presbyterian Minister, who circulated a pamphlet called A Plea for Manchester ‘Free’ library in which he stated: “One of the greatest needs of Jamaica is ‘Free’ libraries.” On July 6, 1937, a public meeting was held at the Roof Garden Theatre in Mandeville and a committee was formed to promote the establishment of the library. In the following year, on August 1, the Manchester Free Library was officially opened by His Excellency, Sir Edward Denham.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending; Rental Space,Porus,"Porus P.O., Manchester",(876) 904-1573,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 3:00 pm,"Porus P.O.
Manchester
(876) 904-1573
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 3:00 pm
(Sat)"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Parish Library,"1 Fort George Street,Port Antonio, Portland",(876)993-2793/993-3931/715-1669,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"1 Fort George Street,Port Antonio
Portland
(876)993-2793/993-3931/715-1669
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Bybrook,"Moore Park, Bybrook P.A., Portland",(876)288-9394,,Closed,Monday - Thursday | 12:00 am - 5:00 pm | Friday | 10:00 am - 4:00 pm | Closed Wednesdays & Saturdays,"Moore Park, Bybrook P.A.
Portland
(876) (876)288-9394
Monday - Thursday
12:00 am - 5:00 pm
Friday
10:00 am - 4:00 pm
Closed Wednesdays & Saturdays"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Buff Bay,"Baker Street, Buff Bay, Portland",(876) 913-6409,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Baker Street, Buff Bay
Portland
(876) 913-6409
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Hector’s River,"Hector’s River District, Hector’s River P.O., Portland",(876) 993-0878,,Closed,Monday - Friday | 12:00 noon - 5:00 pm | Saturday | Closed,"Hector’s River District
Hector’s River P.O.
Portland
(876) 993-0878
Monday - Friday
12:00 noon - 5:00 pm
Saturday
Closed"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Hope Bay,"Main Street, Portland",(876)913-0204,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | Closed,"Main Street
Portland
(876)913-0204
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
Closed"
Portland Network,Portland Parish Library Network,https://www.jls.gov.jm/portland-parish-library/,"Portland can be regarded as one of the pioneer parishes in library development. As early as 1824 the St. Georges Library Society began in Portland as a subscription library in Buff Bay. It was an active and progressive library whose members had to pay both an admission fee and an annual subscription fee. In 1838 there were 79 members. This library set the pattern for the development of similar subscription libraries in St. Elizabeth, St. James, St. Ann, Trelawny and St. Catherine. Nearly 100 years later the idea of free libraries was able to gain favourable public support in most of these parishes.",,Long Bay,"Long Bay P.O., Portland, St. Margaret’s Bay P.O.",(876)913-7957,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm | Closed,"Long Bay P.O.
Portland
(876)913-7957
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm
Mt. Pleasant
St. Margaret’s Bay P.O.
Portland
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Parish Library,"2 Windsor Road, St. Ann’s Bay, St. Ann",(876) 972-2660; (876) 972-2155,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"2 Windsor Road
St. Ann’s Bay
St. Ann
(876) 972-2660
(876) 972-2155
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Alexandria,"Alexandria P.O, St. Ann",(876) 993-7819,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Alexandria P.O
St. Ann
(876) 993-7819
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm
Bamboo"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Bamboo,St. Ann,,,Closed,Monday - Friday | 12:00 pm - 5:00 pm | Saturday | Closed,"St. Ann
(876) 972 - 6468
Monday - Friday
12:00 pm - 5:00 pm
Saturday
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Brown’s Town,"St. Christopher’s Crescent, Brown’s Town P.O., St. Ann",,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"St. Christopher’s Crescent
Brown’s Town P.O.
St. Ann
(876) 975- 2351
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Claremont,"Claremont P.O., St. Ann",,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | Closed,"Claremont P.O.
St. Ann
(876) 972- 3218
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Discovery Bay,"Discovery Bay P.O., St. Ann, Linton Park",(876)973-9103; (876) 850-3527,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | Closed | Monday - Fridays | 12:00 pm - 5:00 pm,"Discovery Bay P.O.
St. Ann
(876)973-9103
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
Closed
Linton Park
Linton Park
St. Ann
(876) 850-3527
Monday - Fridays
12:00 pm - 5:00 pm
Saturday
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Moneague,"Moneague P.O., St. Ann, Mt. Zion P.O.",(876) 972-2660,,Closed,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | Closed | Monday - Friday | 12:00 noon - 5:00 pm,"Moneague P.O.
St. Ann
(876) 973- 0689
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
Closed
Mt. Zion
Mt. Zion P.O.
St. Ann
(876) 972-2660
Monday - Friday
12:00 noon - 5:00 pm
Saturday
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Ocho Rios,"Ocho Rios P.O., St. Ann",,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"Ocho Rios P.O.
St. Ann
(876) 974 - 2588
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm
Runaway Bay"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Runaway Bay,St. Ann,,,Closed,Monday - Friday | 12:00 non - 5:00 pm | Saturday | Closed,"St. Ann
(876) 973 - 6420
Monday - Friday
12:00 non - 5:00 pm
Saturday
Closed"
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Sturge Town,,,,Closed,CLOSED,CLOSED
St. Ann Network,St. Ann Parish Library Network,https://www.jls.gov.jm/st-ann-parish-library/,"Nora Bateson championed a vision of libraries as agents of personal and community development. In 1945 her “library plan for Jamaica” noted that a group in St. Ann’s Bay had been discussing the prospects for the free library for the parish and were in correspondence with the Institute of Jamaica on the matter. This group was led by Mr. and Mrs. G. Louis Byles formally launched the idea of St. Ann Public Libraries at a public meeting held in St. Ann’s Bay on March 13, 1947. A number of gifts were formally presented from Croydon and Aylesbury Libraries in England, from the British Council and residents of New York and citizens of Jamaica. A committee of 16 persons with Mr. Byles as chairman was formed to organize the collection of funds and to set up the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Watt Town,,,,Closed,CLOSED,CLOSED
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Parish Library,"1 Red Church Street, P.O. Box 789, St. Catherine",(876) 648-1216,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 3:00 pm,"1 Red Church Street
P.O. Box 789
St. Catherine
(876) 648-1216
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 3:00 pm
Bog Walk"
St. Catherine Network,St. Catherine Parish Library Network,https://www.jls.gov.jm/st-catherine-parish-library/,"The St. Catherine Parish Library had its early beginning in July 1947, when Spanish Town Citizen Association met, with Mr. Hugh Paget, then British Council Representative in Jamaica, and discussed the formation of a library in Spanish Town. Central Government was approached for accommodation and two of the rooms now occupied by the library were made available for the purpose. A small committee was in charge who worked towards raising funds and obtaining furniture for the library. Central Government and then Parochial Board each contributed One hundred ($100) dollars and many citizens, public offices, and leading business firms gave donations of books, cash, and furniture.",,Bog Walk,St. Catherine,(876) 648-1216,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 9:00 am - 1:00 pm,"St. Catherine
(876) 648-1216
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
9:00 am - 1:00 pm"
